filename,size,width,height,aspect_ratio,mode,format,mean_brightness,std_brightness,mean_blue,mean_green,mean_red,contrast,edge_strength
c34da2a0905551f7.jpg,"(443, 591)",443,591,0.7495769881556683,RGB,JPEG,176.69628322504994,37.81051360749785,177.4738076413318,176.61226142322957,176.53875476007684,37.81051360749785,51.38268582624804
08590b0bed418283.jpg,"(384, 682)",384,682,0.5630498533724341,RGB,JPEG,96.78813080400782,75.24551270103578,87.2944541177908,92.36892488391985,109.07204606549365,75.24551270103578,59.71249963445971
bc41bdc300fbe45a.jpg,"(430, 608)",430,608,0.7072368421052632,RGB,JPEG,204.73230186658506,26.912736636171392,203.85122781517748,204.81305079559363,204.8778228274174,26.912736636171392,42.66147146375318
b7684f2d88132a50.jpg,"(591, 443)",591,443,1.3340857787810383,RGB,JPEG,196.67816724150444,34.13803631848283,197.51232750092623,197.2303514340388,195.75750631175686,34.13803631848283,44.669614678717366
2e75bf13e029c0a9.jpg,"(591, 443)",591,443,1.3340857787810383,RGB,JPEG,127.6439558005141,80.02768882044343,127.73641874162092,128.2956537681475,126.32347515211238,80.02768882044343,43.921185146810345
f0231abdaf73d007.jpg,"(443, 591)",443,591,0.7495769881556683,RGB,JPEG,157.009667205219,35.06210527048171,166.0078605722405,158.04603285551138,151.48660685298285,35.06210527048171,9.143546568632459
45fa31f65f2a2944.jpg,"(591, 443)",591,443,1.3340857787810383,RGB,JPEG,218.76991593236394,29.039199711734124,217.8499616138236,219.10324544617723,218.47542711782836,29.039199711734124,48.45164334885961
09eb83058248f2ac.jpg,"(443, 591)",443,591,0.7495769881556683,RGB,JPEG,196.2389759102871,32.54996086378487,198.5956235939392,196.88046812037598,194.30799081787382,32.54996086378487,64.97982240880432
2e51d14abe1a4fd9.jpg,"(443, 591)",443,591,0.7495769881556683,RGB,JPEG,207.77413650200717,28.412226725361112,208.55623288377583,208.38167317894835,206.759668160099,28.412226725361112,53.605681975838216
3efe84af55458358.jpg,"(418, 627)",418,627,0.6666666666666666,RGB,JPEG,135.58923025266515,100.38532123443846,141.05183794632296,137.48517280587288,129.80515937516694,100.38532123443846,69.12603419134042
