ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0008fdb22ddce0ce.jpg,3.817408e-05,1.3611943e-05,0.9990967,2.5946982e-05,1.225437e-05,4.4218195e-05,1.7281453e-05,2.6384785e-05,0.00020211379,9.13056e-05,2.7000817e-05,9.5650976e-05,9.7860875e-06,6.558188e-05,5.8151654e-06,9.486808e-06,0.00021870733
00091bffdffd83de.jpg,0.091533735,0.0049727494,0.008220111,0.005255138,0.0027541353,0.0073656114,0.43867382,0.008000635,0.02407309,0.037854247,0.01354373,0.1605351,0.020249868,0.12673652,0.008739183,0.012278136,0.029214248
00396fbc1f6cc21d.jpg,0.0005767014,0.00013444581,0.00072580174,0.00047852937,0.0002519978,0.77986306,0.0062231747,0.001137926,0.057157792,0.07360904,0.0013423418,0.057076287,0.0001692972,0.016986039,0.00022098745,0.001888037,0.0021585193
00471f8038d9c4b6.jpg,0.62398726,0.0019953472,0.01963013,0.02384809,0.0012224319,0.007308626,0.0063309483,0.027879262,0.023439635,0.022050213,0.017168006,0.0936007,0.0038216629,0.08802136,0.017356109,0.0025708522,0.019769447
00901f504008d884.jpg,1.0375339e-05,6.3512925e-06,0.99947053,1.0997601e-05,1.0116675e-05,1.687061e-05,7.329979e-06,9.88709e-06,0.00017600007,6.442632e-05,1.3143549e-05,6.236038e-05,6.275779e-06,4.3855125e-05,2.4822236e-06,3.3155306e-06,8.564534e-05
009b22decbc7220c.jpg,0.06379036,0.004400388,0.010330845,0.12280619,0.00825437,0.0036484771,0.005416581,0.48885164,0.009116902,0.0062745633,0.010642424,0.021971568,0.007968118,0.11717546,0.070440955,0.014353044,0.034558117
00b33e0ee6d59427.jpg,0.9905137,4.231262e-05,0.0005132508,0.00027368733,0.00014153062,0.000967305,8.782039e-05,0.000494942,0.00077626796,0.00036612398,0.00033797332,0.001498018,6.159819e-05,0.0024916553,0.00086413446,4.043049e-05,0.0005292885
00bbdcfbbdb3e131.jpg,0.06096495,0.00033328592,0.0009042779,0.016760986,0.0010411015,0.026278052,0.0007628643,0.009724176,0.849161,0.014501157,0.0029281317,0.004998297,0.0004797455,0.00844861,0.0007214487,0.0009641253,0.0010277384
00c03047e0fbef40.jpg,0.007281369,0.040710144,0.0066499487,0.11088725,0.008206311,0.003920202,0.3809896,0.03611826,0.035286017,0.012693221,0.023483315,0.06547178,0.04469858,0.113676086,0.014050638,0.075056426,0.020820856
00c0dabb63ca7a16.jpg,0.007193634,0.0012231851,0.0020529907,0.0037313397,0.0005274235,0.009437064,0.006117105,0.0045874915,0.0062220884,0.17468432,0.25800723,0.15244153,0.005334001,0.355992,0.0006811006,0.0038830289,0.0078844195
00dcea90f63ad630.jpg,0.0006861002,7.1065406e-05,0.00020979535,0.00020727408,6.06095e-05,0.5036113,0.0030024934,0.00038211775,0.4469425,0.016003098,0.0008243638,0.011095015,8.616677e-05,0.007701537,8.1710066e-05,0.008407162,0.00062766724
00e15da96484eb94.jpg,0.006736691,0.004424666,0.0052927425,0.012679404,0.006280606,0.023599604,0.27850455,0.033829264,0.038548157,0.07066626,0.045196496,0.25509003,0.070649795,0.08558064,0.009826976,0.040944833,0.0121493535
00f5784903a39fdd.jpg,0.0036127898,0.0020319007,0.18522324,0.004672681,0.0019009266,0.05655884,0.012829235,0.004950787,0.23702228,0.019408034,0.007555821,0.024735862,0.002893443,0.016160745,0.0018719375,0.005050168,0.4135213
0111a6728e9f8a73.jpg,0.002103751,0.0016165565,0.00070369896,0.037730675,0.0056001516,0.044895925,0.0011623327,0.017163219,0.067356564,0.77803504,0.0017876523,0.006573031,0.0014225397,0.024946716,0.0012421363,0.0015328021,0.0061272243
0114a887a2c2e4ca.jpg,0.0024106507,0.06046034,0.0016118385,0.015925664,0.005085583,0.0022614251,0.07287091,0.3027516,0.0038534026,0.012932919,0.0037017479,0.04297816,0.03476755,0.0077679045,0.018217659,0.40794808,0.0044545634
01385f22f2490868.jpg,0.0862658,0.023118036,0.006101403,0.13275324,0.034017764,0.0038397391,0.0073956237,0.47689024,0.008842693,0.019627502,0.0204257,0.033493493,0.018106064,0.024294456,0.08837574,0.0040475423,0.012404979
0145dd3d1cd090ae.jpg,0.40933752,0.0046131844,0.0050965594,0.12417556,0.023153868,0.0056398856,0.00966712,0.10586096,0.009778749,0.008117364,0.022266667,0.027217757,0.008589008,0.109059885,0.1135235,0.0016935248,0.012208849
016240faa186d24d.jpg,0.00078283454,0.00019624298,0.0009031738,0.0022924044,0.00020289107,0.82147187,0.00046912013,0.0007029942,0.15129197,0.010563227,0.0012892458,0.003674379,0.00021801319,0.002770812,0.0005716939,0.0009613177,0.0016378483
016b0c00cdf93e0a.jpg,0.017679218,0.011915604,0.00385417,0.0067970334,0.037802055,0.0037531094,0.04231286,0.07841478,0.0070362887,0.015989065,0.009279178,0.0031476286,0.008209464,0.5766071,0.1638123,0.0053706486,0.008019466
017ba667291b53c6.jpg,0.028727973,0.0025710757,0.0051294575,0.010411138,0.011731638,0.008508886,0.08633,0.023173373,0.022117773,0.009070091,0.06689857,0.5502697,0.020823743,0.10575576,0.016480269,0.015374899,0.01662566
017e5da799e1637c.jpg,0.039482854,0.0050415243,0.0064670844,0.009532733,0.003097407,0.005697161,0.21979806,0.04608394,0.017637571,0.06899503,0.018463876,0.31194073,0.12017679,0.09070704,0.0083826985,0.0061258413,0.022369662
0182bffa56bdd844.jpg,0.0466278,0.010141121,0.015718378,0.013837149,0.0023036827,0.007066919,0.2293289,0.024970138,0.0140890125,0.023732264,0.018280515,0.42483896,0.07307049,0.053111386,0.012200336,0.005558203,0.02512468
019ed42bb4c2caa9.jpg,0.00057595276,0.0012178392,0.00041111457,0.0005179896,0.00035751978,0.0031624357,0.20402634,0.0025216257,0.0011403459,0.004353163,0.007829468,0.0021848,0.0031409007,0.13717607,0.00044658323,0.6302701,0.0006678178
